type,is_pyramid,units,entry_date,exit_date,entry_price,exit_price,raw_pnl,pnl,holding_days
Long,False,1.0,2025-10-04 06:00:00,2025-10-09 22:00:00,3907.4,4058.5,151.1,147.05,5
Long,True,1.5,2025-10-06 22:00:00,2025-10-09 22:00:00,3957.5,4058.5,101.0,147.68,3
Long,False,1.0,2025-10-11 06:00:00,2025-10-16 22:00:00,3995.5,4218.5,223.0,218.95,5
Long,True,1.5,2025-10-13 22:00:00,2025-10-16 22:00:00,4082.6,4218.5,135.9,200.03,3
Long,False,1.0,2025-10-17 06:00:00,2025-10-18 06:00:00,4262.4,4286.4,24.0,22.95,1
Long,True,1.5,2025-10-17 14:00:00,2025-10-18 06:00:00,4348.1,4286.4,-61.7,-94.13,1
Long,False,1.0,2025-10-21 06:00:00,2025-10-21 22:00:00,4316.8,4338.6,21.8,21.5,0
Long,True,1.5,2025-10-21 14:00:00,2025-10-21 22:00:00,4371.0,4338.6,-32.4,-49.05,0
Long,False,1.0,2025-11-07 22:00:00,2025-11-08 06:00:00,4014.7,4000.5,-14.2,-15.25,1
Long,False,1.0,2025-11-10 14:00:00,2025-11-12 06:00:00,4007.2,4131.1,123.9,122.1,2
Long,True,1.0,2025-11-11 14:00:00,2025-11-12 06:00:00,4124.0,4131.1,7.1,6.05,1
Long,False,1.0,2025-11-12 14:00:00,2025-11-12 22:00:00,4132.2,4123.7,-8.5,-8.8,0
Long,False,1.0,2025-11-13 06:00:00,2025-11-14 06:00:00,4142.7,4199.8,57.1,56.05,1
Long,True,1.5,2025-11-13 14:00:00,2025-11-14 06:00:00,4202.4,4199.8,-2.6,-5.47,1
Long,False,1.0,2025-11-14 22:00:00,2025-11-15 06:00:00,4177.7,4083.4,-94.3,-95.35,1
Long,False,1.0,2025-11-17 14:00:00,2025-11-17 22:00:00,4084.4,4066.5,-17.9,-18.2,0
