type,is_pyramid,units,entry_date,entry_price,exit_date,exit_price,stop_price,pnl_points,holding_hours,exit_reason,trade_id
Long,False,1.0,2024-08-03 00:00:00,2469.76,2024-08-03 04:00:00,2427.8,2438.38,-42.26,0,Stop Loss Exit,23
Long,False,1.0,2024-08-05 08:00:00,2443.9,2024-08-05 12:00:00,2439.43,2389.41,-4.77,0,Signal Exit,24
Long,False,1.0,2024-08-09 04:00:00,2423.48,2024-08-09 12:00:00,2427.2,2396.7,3.42,0,Signal Exit,25
Long,True,2.0,2024-08-09 08:00:00,2426.4,2024-08-09 12:00:00,2427.2,2396.7,1.0,0,Signal Exit,26
Long,False,1.0,2024-08-09 20:00:00,2423.57,2024-08-12 12:00:00,2426.04,2405.24,-0.08,72,Signal Exit,27
Long,True,2.0,2024-08-10 00:00:00,2426.65,2024-08-12 12:00:00,2426.04,2405.46,-4.82,48,Signal Exit,28
Long,False,1.0,2024-08-12 16:00:00,2434.69,2024-08-13 12:00:00,2466.31,2433.04,30.57,24,Signal Exit,29
Long,True,2.0,2024-08-13 04:00:00,2467.18,2024-08-13 12:00:00,2466.31,2433.04,-2.34,0,Signal Exit,30
Long,False,1.0,2024-08-14 00:00:00,2472.92,2024-08-14 04:00:00,2467.68,2446.8,-5.54,0,Signal Exit,31
Long,False,1.0,2024-08-14 12:00:00,2465.49,2024-08-14 16:00:00,2462.01,2450.92,-3.78,0,Signal Exit,32
Long,False,1.0,2024-08-14 20:00:00,2472.88,2024-08-15 00:00:00,2457.36,2442.76,-16.57,24,Signal Exit,33
Long,False,1.0,2024-08-15 08:00:00,2447.37,2024-08-16 00:00:00,2444.53,2438.03,-3.89,24,Signal Exit,34
Long,False,1.0,2024-08-16 04:00:00,2455.45,2024-08-16 16:00:00,2455.79,2417.58,0.04,0,Signal Exit,35
Long,False,1.0,2024-08-16 20:00:00,2463.33,2024-08-19 12:00:00,2498.17,2462.57,32.29,72,Signal Exit,36
Long,False,1.0,2024-08-19 16:00:00,2501.13,2024-08-19 20:00:00,2499.95,2480.54,-1.48,0,Signal Exit,37
Long,False,1.0,2024-08-20 04:00:00,2502.95,2024-08-20 12:00:00,2501.98,2469.72,-1.27,0,Signal Exit,38
Long,True,2.0,2024-08-20 08:00:00,2503.33,2024-08-20 12:00:00,2501.98,2480.57,-3.3,0,Signal Exit,39
Long,False,1.0,2024-08-20 20:00:00,2521.74,2024-08-21 04:00:00,2510.64,2482.96,-12.15,24,Signal Exit,40
Long,True,2.0,2024-08-21 00:00:00,2529.63,2024-08-21 04:00:00,2510.64,2482.96,-38.58,0,Signal Exit,41
Long,False,1.0,2024-08-21 08:00:00,2513.47,2024-08-21 16:00:00,2515.28,2487.53,1.51,0,Signal Exit,42
Long,True,2.0,2024-08-21 12:00:00,2516.84,2024-08-21 16:00:00,2515.28,2497.03,-3.72,0,Signal Exit,43
