timestamp,open,high,low,close
2025-01-02 06:00:00,2624.91,2634.45,2621.58,2632.84
2025-01-02 10:00:00,2632.84,2636.54,2631.13,2634.07
2025-01-02 14:00:00,2634.13,2639.94,2631.04,2636.0
2025-01-02 18:00:00,2635.99,2647.3,2632.72,2642.99
2025-01-02 22:00:00,2642.98,2660.51,2640.16,2656.61
2025-01-03 02:00:00,2656.69,2660.48,2653.81,2657.96
2025-01-03 06:00:00,2657.53,2662.58,2656.73,2659.45
2025-01-03 10:00:00,2659.39,2665.12,2655.76,2658.67
2025-01-03 14:00:00,2658.68,2660.35,2649.82,2653.64
2025-01-03 18:00:00,2653.65,2659.36,2643.22,2649.97
2025-01-03 22:00:00,2649.97,2652.68,2639.02,2641.69
2025-01-04 02:00:00,2641.65,2643.01,2636.65,2639.44
2025-01-06 06:00:00,2641.41,2647.45,2638.55,2641.44
2025-01-06 10:00:00,2641.36,2645.33,2631.65,2633.79
2025-01-06 14:00:00,2633.81,2635.78,2625.12,2632.74
2025-01-06 18:00:00,2632.7,2649.4,2622.02,2624.26
2025-01-06 22:00:00,2624.27,2641.2,2614.45,2636.76
2025-01-07 02:00:00,2636.79,2638.64,2632.91,2635.93
2025-01-07 06:00:00,2636.04,2641.18,2632.87,2639.07
2025-01-07 10:00:00,2639.04,2645.82,2636.88,2644.51
2025-01-07 14:00:00,2644.39,2646.82,2637.78,2641.45
2025-01-07 18:00:00,2641.46,2664.26,2641.4,2662.39
2025-01-07 22:00:00,2662.46,2663.06,2642.09,2652.53
2025-01-08 02:00:00,2652.56,2652.67,2647.02,2648.49
2025-01-08 06:00:00,2648.51,2651.6,2647.1,2648.79
2025-01-08 10:00:00,2648.8,2650.75,2645.28,2650.04
2025-01-08 14:00:00,2650.0,2655.08,2648.95,2653.56
2025-01-08 18:00:00,2653.56,2660.28,2645.8,2660.06
2025-01-08 22:00:00,2660.06,2669.96,2649.47,2655.68
2025-01-09 02:00:00,2655.7,2664.14,2651.69,2661.53
2025-01-09 06:00:00,2661.56,2663.18,2657.2,2658.56
2025-01-09 10:00:00,2658.54,2662.25,2655.34,2658.37
2025-01-09 14:00:00,2658.35,2666.99,2658.27,2664.9
2025-01-09 18:00:00,2664.84,2678.15,2664.38,2672.7
2025-01-09 22:00:00,2672.61,2675.69,2662.56,2665.98
2025-01-10 02:00:00,2665.93,2672.51,2664.99,2670.23
2025-01-10 06:00:00,2670.98,2672.0,2668.5,2671.02
2025-01-10 10:00:00,2671.01,2675.99,2670.41,2675.04
2025-01-10 14:00:00,2674.96,2682.16,2673.52,2678.62
2025-01-10 18:00:00,2678.78,2683.64,2663.88,2682.7
2025-01-10 22:00:00,2682.6,2697.9,2680.72,2696.1
2025-01-11 02:00:00,2696.11,2697.23,2684.32,2689.04
2025-01-13 06:00:00,2688.79,2693.35,2679.25,2685.63
2025-01-13 10:00:00,2685.68,2690.82,2683.34,2687.0
2025-01-13 14:00:00,2687.08,2691.18,2683.04,2684.76
2025-01-13 18:00:00,2684.72,2684.91,2663.61,2669.18
2025-01-13 22:00:00,2669.11,2674.19,2659.22,2660.78
2025-01-14 02:00:00,2660.78,2664.15,2656.71,2662.9
2025-01-14 06:00:00,2663.22,2672.21,2663.22,2670.64
2025-01-14 10:00:00,2670.71,2675.31,2667.31,2668.65
2025-01-14 14:00:00,2668.66,2674.5,2664.74,2667.2
2025-01-14 18:00:00,2667.21,2674.31,2660.62,2662.99
2025-01-14 22:00:00,2662.99,2674.02,2659.81,2669.11
2025-01-15 02:00:00,2668.98,2678.18,2666.6,2677.15
2025-01-15 06:00:00,2677.93,2678.25,2669.69,2669.91
2025-01-15 10:00:00,2669.9,2679.34,2669.26,2679.29
2025-01-15 14:00:00,2679.18,2688.46,2678.98,2685.91
2025-01-15 18:00:00,2685.9,2694.15,2682.06,2693.74
2025-01-15 22:00:00,2693.68,2695.98,2676.45,2692.78
2025-01-16 02:00:00,2692.77,2697.32,2691.0,2696.18
2025-01-16 06:00:00,2694.43,2702.15,2692.74,2696.18
2025-01-16 10:00:00,2696.31,2698.36,2693.67,2694.66
2025-01-16 14:00:00,2694.81,2706.15,2689.8,2705.28
2025-01-16 18:00:00,2705.29,2718.18,2700.23,2715.34
2025-01-16 22:00:00,2715.31,2724.81,2712.44,2721.64
2025-01-17 02:00:00,2721.71,2723.19,2712.43,2714.34
2025-01-17 06:00:00,2714.05,2716.1,2709.74,2714.75
2025-01-17 10:00:00,2714.88,2717.4,2711.09,2711.45
2025-01-17 14:00:00,2711.46,2714.63,2704.02,2704.96
2025-01-17 18:00:00,2705.0,2712.08,2702.59,2705.12
2025-01-17 22:00:00,2705.1,2717.34,2702.68,2712.57
2025-01-18 02:00:00,2712.63,2713.34,2699.2,2702.37
2025-01-20 06:00:00,2702.37,2703.46,2689.36,2693.92
2025-01-20 10:00:00,2693.94,2707.53,2693.62,2707.34
2025-01-20 14:00:00,2707.36,2713.6,2702.71,2706.03
2025-01-20 18:00:00,2706.04,2712.44,2701.59,2704.89
2025-01-20 22:00:00,2705.41,2712.19,2703.02,2707.45
2025-01-21 02:00:00,2707.61,2711.01,2705.58,2706.2
2025-01-21 06:00:00,2706.81,2719.37,2702.95,2718.02
2025-01-21 10:00:00,2717.97,2729.11,2717.62,2726.21
2025-01-21 14:00:00,2726.24,2732.78,2718.05,2721.32
2025-01-21 18:00:00,2721.37,2730.11,2716.26,2726.37
2025-01-21 22:00:00,2726.33,2745.64,2725.25,2740.28
2025-01-22 02:00:00,2740.27,2745.9,2739.82,2744.66
2025-01-22 06:00:00,2744.8,2749.89,2741.89,2748.04
2025-01-22 10:00:00,2748.04,2758.59,2746.21,2757.94
